Link ID,Start Node,Start Node Eastings,Start Node Northings,End Node,End Node Eastings,End Node Northings,Region,Road Type
992031-993002,992031,839806.8037,827625.0576,993002,839798.8439,827487.5595,ST,MAJOR ROUTE
992032-992033,992032,839708.1148,826786.7178,992033,839709.4994,826766.7684,ST,MAJOR ROUTE
992033-991012,992033,839709.4994,826766.7684,991012,839711.674,826746.8869,ST,MAJOR ROUTE
992034-992035,992034,839714.466,826727.0828,992035,839779.4593,826572.6209,ST,MAJOR ROUTE
992035-992036,992035,839793.3495,826558.2313,992036,839779.4593,826572.6209,ST,MAJOR ROUTE
992036-991013,992036,839807.1027,826543.7115,991013,839793.3495,826558.2313,ST,MAJOR ROUTE
992037-993003,992037,839821.5224,826529.8525,993003,840012.1268,826325.7997,ST,MAJOR ROUTE
992038-992039,992038,839057.338,822390.3803,992039,839047.9111,822372.7431,ST,MAJOR ROUTE
992039-991014,992039,839047.9111,822372.7431,991014,839039.1334,822354.7851,ST,MAJOR ROUTE
992040-992041,992040,839136.072,829240.4802,992041,839123.5445,829224.8903,ST,MAJOR ROUTE
992041-991015,992041,839123.5445,829224.8903,991015,839111.0813,829209.2483,ST,MAJOR ROUTE
992042-992043,992042,839098.9246,829193.3671,992043,838816.9719,828731.3422,ST,MAJOR ROUTE
992043-992044,992043,838816.9719,828731.3422,992044,838806.7973,828714.1237,ST,MAJOR ROUTE
992044-991016,992044,838806.7973,828714.1237,991016,838796.4868,828696.9862,ST,MAJOR ROUTE
992045-992046,992045,838785.95,828679.9869,992046,838631.6616,828421.4301,ST,MAJOR ROUTE
992046-992047,992046,838631.6616,828421.4301,992047,838621.8752,828403.9884,ST,MAJOR ROUTE
992047-991017,992047,838621.8752,828403.9884,991017,838612.2601,828386.4564,ST,MAJOR ROUTE
992048-993005,992048,838603.3507,828368.5505,993005,838574.5968,828292.4425,ST,MAJOR ROUTE
992049-992050,992049,837967.6535,827739.9205,992050,837953.2086,827726.0877,ST,MAJOR ROUTE
992050-991018,992050,837953.2086,827726.0877,991018,837938.7638,827712.2549,ST,MAJOR ROUTE
992051-992052,992051,837924.3189,827698.4222,992052,837617.5422,827331.1935,ST,MAJOR ROUTE
992052-992053,992052,837617.5422,827331.1935,992053,837606.0718,827314.8096,ST,MAJOR ROUTE
992053-991019,992053,837606.0718,827314.8096,991019,837594.6015,827298.4258,ST,MAJOR ROUTE
992054-993006,992054,837582.6504,827282.3892,993006,837418.8699,827055.2264,ST,MAJOR ROUTE
992055-992056,992055,837284.5188,826868.7598,992056,837274.0175,826851.7385,ST,MAJOR ROUTE
992056-991020,992056,837274.0175,826851.7385,991020,837263.76,826834.5752,ST,MAJOR ROUTE
992057-993007,992057,837254.1195,826817.052,993007,837237.9165,826786.9484,ST,MAJOR ROUTE
992058-992059,992058,838522.8731,828072.4826,992059,838519.6815,828052.7404,ST,MAJOR ROUTE
992059-991021,992059,838519.6815,828052.7404,991021,838517.5981,828032.8572,ST,MAJOR ROUTE
992060-992061,992060,838517.0735,828012.8675,992061,838811.9864,827196.9584,ST,MAJOR ROUTE
992061-992062,992061,838811.9864,827196.9584,992062,838806.9281,827177.6087,ST,MAJOR ROUTE
992062-991022,992062,838806.9281,827177.6087,991022,838801.8698,827158.2589,ST,MAJOR ROUTE
992063-992064,992063,838797.0151,827138.857,992064,838734.9603,826894.7221,ST,MAJOR ROUTE
992064-992065,992064,838734.9603,826894.7221,992065,838729.0773,826875.6069,ST,MAJOR ROUTE
992065-991023,992065,838729.0773,826875.6069,991023,838722.7843,826856.6227,ST,MAJOR ROUTE
992066-993011,992066,838716.5506,826837.619,993011,838342.1431,826187.3609,ST,MAJOR ROUTE
992067-992068,992067,838092.899,826104.139,992068,838073.5864,826098.9424,ST,MAJOR ROUTE
992068-991024,992068,838073.5864,826098.9424,991024,838054.3346,826093.5234,ST,MAJOR ROUTE
992069-992095,992069,838035.007,826088.3828,992095,837502.1187,825702.8392,ST,MAJOR ROUTE
992070-992071,992070,838276.0978,826664.7014,992071,838259.2138,826675.422,ST,URBAN ROAD
992071-991025,992071,838259.2138,826675.422,991025,838242.7559,826686.7859,ST,URBAN ROAD
992072-993009,992072,838226.7133,826698.7152,993009,837825.3492,827049.691,ST,URBAN ROAD
